sourceTaxonName;sourceLifeStageName;sourcePhysiologicalStateId;interactionTypeName;targetTaxonName;targetLifeStageName;targetPhysiologicalStateName;habitatName;localityName;decimalLatitude;decimalLongitude;depth;altitude;observationDateTime;referenceDoi;referenceUrl;referenceCitation
Xylocopa caffra;;;floral resource from;Rhynchosia velutina;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa caffra;;;floral resource from;Rhynchosia velutina;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa caffra;;;floral resource from;Vernonia cinerea;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa flavicollis;;;floral resource from;Abutilon zanzibaricum;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa flavicollis;;;floral resource from;Rhynchosia velutina;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa flavicollis;;;floral resource from;Vernonia cinerea;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa hottentota;;;floral resource from;Julbernardia magnistipulata;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa hottentota;;;floral resource from;Rhynchosia velutina;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa hottentota;;;floral resource from;Vernonia cinerea;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa hottentota;;;floral resource from;Waltheria indica;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa nigrita;;;floral resource from;Cajanus cajan;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Xylocopa scioensis;;;floral resource from;Rhynchosia velutina;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Lasioglosum sp.;;;floral resource from;Allophylus rubifolius;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Lasioglosum sp.;;;floral resource from;Eriosema glomeratum;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Lasioglosum sp.;;;floral resource from;Truimfetta rhomboidea;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Lipotriches sp. 1;;;floral resource from;Pupalia lappalea;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Lipotriches sp. 2;;;floral resource from;Pupalia lappalea;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Lipotriches sp. 3;;;floral resource from;Agathisanthemum bojer;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Lipotriches sp. 4;;;floral resource from;Hoslundia opposita;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Nomia sp.;;;floral resource from;Julbernardia magnistipulata;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Pseudapis sp.;;;floral resource from;Agathisanthemum bojeri;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Pseudapis sp.;;;floral resource from;Allophylus rubifolius;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Pseudapis sp.;;;floral resource from;Chamaeerista mimosoides;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Pseudapis sp.;;;floral resource from;Eriosema glomeratum;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Pseudapis sp.;;;floral resource from;Pupalia lappalea;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Pseudapis sp. 2;;;floral resource from;Chamaeerista mimosoides;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Steganomus sp.;;;floral resource from;Crotalaria emarginata Benth;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Euaspis abdominalis;;;floral resource from;Paulinia pinata;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Heriades sp.;;;floral resource from;Truimfetta rhomboidea;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Megachile discolour;;;floral resource from;Crotalaria emarginataBenth;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Megachile discolour;;;floral resource from;Crotalaria emarginata Benth;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Megachile felina;;;floral resource from;Crotalaria emarginata Benth;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Megachile sp. 2;;;floral resource from;Cajanus cajan;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Megachile sp. 2;;;floral resource from;Crotalaria emarginata ;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
Megachile sp. 2;;;floral resource from;BenthHyptis suaveolens;;;Kaya Muhaka forest, Coast;Kenya Kilifi;;;;;;10.26786/1920-7603(2017)four;https://www.pollinationecology.org/index.php/jpe/article/view/319;Chiawo, D. O., OGOL, C. K., Kioko, E. N., Otiende, V. A., & Gikungu, M. W. (2017). Bee diversity and floral resources along a disturbance gradient in Kaya Muhaka Forest and surrounding farmlands of coastal Kenya. Journal of Pollination Ecology, 20, 51–59. https://doi.org/10.26786/1920-7603(2017)four
